BSN,Building,Name,eMail,Internet,Notizen,AktuellerTarif,AktuelleBandbreite,Modified,LetzterTarif,LetzteBandbreite,Latest,LatestSource,Standort,Straße,PLZ,lat,lng,TelekomTarif,TelekomDownload,TelekomUpload,TelekomLTE
07G06,07G06,Sternberg-Grundschule,Schulleitung@sternberg.schule.berlin.de,http://www.sternberg-grundschulen.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Mettestr. 8,10825,52.48047,13.33924,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G07,07G07,Lindenhof-Grundschule,sekretariat@lindenhof.schulen-ts.de,http://www.lindenhof-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Reglinstr. 29,12105,52.45809,13.36325,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G10,07G10,Teltow-Grundschule,sekretariat@teltow.schule.berlin.de,http://www.teltow-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Feurigstr. 57,10827,52.484327,13.356154,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G12,07G12,Scharmützelsee-Grundschule,sekretariat@scharmuetzelsee.schule.berlin.de,http://www.scharmuetzelseegrundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hohenstaufenstr. 49,10779,52.494177,13.343268,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G13,07G13,Neumark-Grundschule,sekretariat@neumark.schule.berlin.de,http://www.neumark-grundschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Steinmetzstr. 46-50,10783,52.49282,13.36249,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G14,07G14,Löcknitz-Grundschule,sekretariat@loecknitz.schule.berlin.de,http://www.loecknitz-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Berchtesgadener Str. 10-11,10779,52.489558,13.343356,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
07G15,07G15,Fläming-Grundschule,flaeming@schulen-tempelhof-schoeneberg.de,http://www.flaeming-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Illstr. 4-6,12161,52.46839,13.3329,MagentaZuhause XL,175 MBit/s,50 MBit/s,300 MBit/s
07G16,07G16,Ruppin-Grundschule,ruppingrundschule@web.de,http://www.ruppin-grundschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Offenbacher Str. 5A,14197,52.47538,13.32137,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G17,07G17,Stechlinsee-Grundschule,Stechlinsee-Grundschule.Cids@t-online.de,http://www.stechlinsee-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Rheingaustr. 7,12161,52.46934,13.32242,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G18,07G18,Grundschule am Barbarossaplatz,07g18@07g18.schule.berlin.de,http://www.grundschuleambarbarossaplatz.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Barbarossaplatz 5,10781,52.49235,13.34978,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G19,07G19,Paul-Simmel-Grundschule,sekretariat@paulsimmel.schule.berlin.de,http://www.paul-simmel-grundschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Felixstr. 26-58,12099,52.46137,13.3926,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G20,07G20,Maria-Montessori-Grundschule,sekretariat@mmg.schule.berlin.de,http://www.mmg-online.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Friedrich-Wilhelm-Str. 72-74,12103,52.45817,13.38069,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G21,07G21,Grundschule auf dem Tempelhofer Feld,sekretariat@tempelhoferfeld.schule.berlin.de,http://gs-tempelhoferfeld.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Schulenburgring 7-11,12101,52.48081,13.38185,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
07G22,07G22,Paul-Klee-Grundschule,Sekretariat@07G22.schule.berlin.de,http://www.paul-klee-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Konradinstr. 15-17,12105,52.454,13.37538,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
07G23,07G23,Schätzelberg-Grundschule,07g23@07g23.schule.berlin.de,http://www.schaetzelberg-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Wolfsburger Weg 13-19,12109,52.4487,13.40066,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G24,07G24,Tempelherren-Grundschule,sekretariat@tempelherren.schulen-ts.de,http://www.tempelherren-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Boelckestr. 58-60,12101,52.478603,13.37647,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
07G25,07G25,Mascha-Kaléko-Grundschule,sekretariat@mascha-kaleko-grundschule.de,http://www.mascha-kaleko-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Königstr. 32,12105,52.447125,13.383928,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G26,07G26,Grundschule im Taunusviertel,sekretariat@taunusviertel.schule.berlin.de,http://www.grundschule-im-taunusviertel.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Wiesbadener Str. 20,12309,52.40019,13.41799,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G27,07G27,Rudolf-Hildebrand-Grundschule,sekretariat@rhg.schule.berlin.de,https://rhg.schule/,,DSL 16000,16,September 2019,,,,,Hauptstandort,Friedenstr. 23-25,12107,52.43886,13.3855,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G28,07G28,Kiepert-Grundschule,schulleitung@kiepert.schule.berlin.de,http://www.kiepertgrundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Prechtlstr. 21-23,12277,52.41591,13.37327,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
07G29,07G29,Käthe-Kollwitz-Grundschule,sekretariat@kollwitz-gs.schule.berlin.de,http://www.kkgs-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Mellener Str. 38-42,12307,52.3862,13.40487,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G30,07G30,Annedore-Leber-Grundschule,Schulleitung@algs.schule.berlin.de,http://www.algs.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Halker Zeile 137-149,12305,52.39757,13.40197,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
07G31,07G31,Carl-Sonnenschein-Grundschule,07g31@07g31.schule.berlin.de,http://www.carl-sonnenschein-gs.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Am Hellespont 4-6,12109,52.443699,13.408152,MagentaZuhause XL,175 MBit/s,40 MBit/s,0
07G32,07G32,Bruno-H.-Bürgel-Grundschule,sekretariat@bhb.schule.berlin.de,http://www.bruno-h-buergel-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Rackebüller Weg 70,12305,52.404902,13.402536,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G34,07G34a,Marienfelder Schule (Grundschule),sekretariat@marienfelder.schulen-ts.de,http://www.marienfelder-gs.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Erbendorfer Weg 13,12279,52.41209,13.35184,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G34,07G34b,Marienfelder Schule (Grundschule),,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.411706,13.351786,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G34,07G34c,Marienfelder Schule (Grundschule),,,,unbekannt,-,September 2019,,,,,Filiale,Tirschenreuther Ring 69,12279,52.409845,13.354812,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07G35,07G35,Nahariya-Grundschule,sekretariat@nahariya.schule.berlin.de,http://www.nahariyaschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Nahariyastr. 13-17,12309,52.39085,13.41943,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G36,07G36,Grundschule am Dielingsgrund,sekretariat@dielingsgrund.schulen-ts.de,http://www.dielingsgrund.com,,DSL 16000,16,September 2019,,,,,Hauptstandort,Dielingsgrund 35,12305,52.41166,13.40863,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07G37,07G37,Ikarus-Grundschule,07g37@07g37.schule.berlin.de,http://www.ikarus-grundschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Körtingstr. 45,12107,52.43363,13.38389,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
07K01,07K01a,Sophie-Scholl-Schule,kontakt@sophie-scholl-schule.eu,http://sophie-scholl-schule.eu,,DSL 16000,16,September 2019,,,,,Hauptstandort,Elßholzstr. 34-37,10781,52.493992,13.356788,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K01,07K01b,Sophie-Scholl-Schule,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.494156,13.357754,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K02,07K02,Carl-Zeiss-Schule,sekretariat@carl-zeiss-oberschule.de,http://www.carl-zeiss-oberschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Barnetstr. 12-14,12305,52.39571,13.40258,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07K03,07K03,Gustav-Heinemann-Oberschule,Sekretariat@ghoberlin.de,http://gho.berlin,,VDSL 100,100,September 2019,,,,,Hauptstandort,Waldsassener Str. 62,12279,52.40662,13.34754,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K04,07K04,Theodor-Haubach-Schule,sekretariat@ths-berlin.de,http://www.ths-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Grimmstr. 9-11,12305,52.398399,13.403988,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07K05,07K05,Solling-Schule,sekretariat@solling-schule.de,http://www.solling-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Alt-Marienfelde 52,12277,52.41397,13.36527,MagentaZuhause M,50 MBit/s,10 MBit/s,300 MBit/s
07K06,07K06,Georg-von-Giesche-Schule,kontakt@georg-von-giesche-schule.de,http://www.georg-von-giesche-schule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Hohenstaufenstr. 47-48,10779,52.494144,13.342529,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07K07,07K07,Johanna-Eck-Schule (Integrierte Sekundarschule),sekretariat@johanna-eck-schule.de,http://www.johanna-eck-schule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Ringstr. 103-106,12105,52.44692,13.36411,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07K09,07K09,Gustav-Langenscheidt-Schule,schulleitung@langenscheidt.schule.berlin.de,http://www.gustav-langenscheidt-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Belziger Str. 43-51,10823,52.485997,13.350718,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07K10,07K10,Friedrich-Bergius-Schule,Sekretariat@fbs-schule.de,http://www.Friedrich-Bergius-Schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Perelsplatz 6-9,12159,52.47618,13.33314,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K11,07K11,Hugo-Gaudig-Schule,Jasmin.dohrmann@hugo-gaudig-schule.de,http://www.hugo-gaudig-schule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Boelckestraße 58,12101,52.478179,13.375777,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
07K12,07K12a,Friedenauer Gemeinschaftsschule,07K12@07K12.schule.berlin.de,http://www.friedenauer-gemeinschaftsschule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Rubensstr. 63,12157,52.469784,13.344068,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K12,07K12b,Friedenauer Gemeinschaftsschule,,,,unbekannt,-,September 2019,,,,,Filiale,Grazer Platz 1-3 ,12157,52.467677,13.344929,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07K13,07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),schule07k13@gmx.de,http://schuleberlinickeplatz.blogspot.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Alt-Tempelhof 53-57,12103,52.465657,13.379583,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07S01,07S01,Prignitz-Schule,07s01@07s01.schule.berlin.de,,,DSL 16000,16,September 2019,,,,,Hauptstandort,Pöppelmannstr. 2,12157,52.46884,13.34519,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07S03,07S03,Steinwald-Schule,schulleitung@steinwald.schule.berlin.de,http://www.steinwald-schule-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hanielweg 7-9,12277,52.41783,13.36458,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07S04,07S04,Marianne-Cohn-Schule,sekretariat@cohn.schulen-ts.de,http://www.marianne-cohn-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Holzmannstr. 7,12099,52.46433,13.41815,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07Y01,07Y01,Robert-Blum-Gymnasium,sekretariat@robert-blum-schule.de,http://www.robert-blum-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Kolonnenstr. 21,10829,52.48483,13.36487,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y02,07Y02,Rückert-Gymnasium,schulleitung@rueckert-gymnasium-berlin.de,http://www.rueckert-gymnasium.berlin,,VDSL 100,100,September 2019,,,,,Hauptstandort,Mettestr. 8,10825,52.48047,13.33924,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y03,07Y03,Rheingau-Gymnasium,sekretariat@rheingau-gymnasium.de,http://www.rheingau-gymnasium.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Schwalbacher Str. 3-4,12161,52.470206,13.322611,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y04,07Y04,Paul-Natorp-Gymnasium,sekretariat@natorp-gymnasium.de,http://www.natorp.de,,SVDSL 250,250,September 2019,,,,,Hauptstandort,Goßlerstr. 13-15,12161,52.46939,13.32431,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y05,07Y05a,Luise-Henriette-Gymnasium,sekretariat@l-h-g.de,http://www.luise-henriette-berlin.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Kurfürstenstraße 53-54,12105,52.447997,13.383776,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y05,07Y05b,Luise-Henriette-Gymnasium,,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.447688,13.384228,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y06,07Y06,Askanisches Gymnasium,sekretariat@askanisches-gymnasium.de,http://www.askanisches-gymnasium.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Kaiserin-Augusta-Str. 19-20,12103,52.45992,13.37992,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
07Y07,07Y07,Eckener-Gymnasium,info@eckener-gymnasium.de,http://www.eckener-gymnasium.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Kaiserstr. 17-21,12105,52.4451,13.38052,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y08,07Y08,Ulrich-von-Hutten-Gymnasium,uvh@uvh-online.de,http://www.uvh-online.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Rehagener Str. 35-37,12307,52.38563,13.40388,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
07Y09,07Y09,Georg-Büchner-Gymnasium,sekretariat@gbgonline.de,http://www.gbgonline.de,,SVDSL 250,250,September 2019,,,,,Hauptstandort,Lichtenrader Damm 224,12305,52.39186,13.406604,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G01,08G01,Rixdorfer Schule (Grundschule),berlin.08G01@t-online.de,http://www.die-rixdorfer.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Donaustr. 120,12043,52.484904,13.431792,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G02,08G02,Theodor-Storm-Schule (Grundschule),sekretariat@theodor-storm.schuel.berlin.de,http://www.Theodor-Storm-Grundschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Hobrechtstr. 76,12043,52.486488,13.426763,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G03,08G03,Hans-Fallada-Schule (Grundschule),hans-fallada-schule@gmx.de,http://www.hans-fallada-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Harzer Str. 73,12059,52.483564,13.451851,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G05,08G05,Elbe-Schule (Grundschule),berlin-08g05@versanet.de,http://www.elbeschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Elbestr. 11,12045,52.48442,13.44062,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G06,08G06,Karl-Weise-Schule (Grundschule),08G06@08G06.schule.berlin.de,http://karl-weise-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Weisestr. 20,12049,52.476503,13.423961,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G07,08G07,Hermann-Boddin-Schule (Grundschule),berlin.08g07@t-online.de,http://www.boddin-schule.de,,unbekannt,-,September 2019,,,,,Hauptstandort,Boddinstr. 55,12053,52.480416,13.431252,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G08,08G08a,Karlsgarten-Schule (Grundschule),berlin.08G08@versanet.de,http://www.karlsgarten.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Karlsgartenstr. 7,12049,52.482131,13.422101,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G08,08G08b,Karlsgarten-Schule (Grundschule),,,,DSL 16000,16,September 2019,,,,,2. Anschluss,,,52.482267,13.421112,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G09,08G09,Regenbogen-Schule (Grundschule),schulleitung@regenbogen.schule.berlin.de,http://www.regenbogen-grundschule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Morusstr. 32,12053,52.47578,13.43333,MagentaZuhause XL,175 MBit/s,40 MBit/s,0
08G11,08G11,Schliemann-Grundschule,sekretariat@schliemann-grundschule.de,http://www.schliemann-grundschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Groß-Ziethener Chaussee 73,12355,52.41198,13.48526,MagentaZuhause via Funk,50 MBit/s,10 MBit/s,0
08G12,08G12,Peter-Petersen-Schule (Grundschule),info@pps-berlin.de,http://www.pps-berlin.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Jonasstr. 15,12053,52.47189,13.43548,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G13,08G13,Bruno-Taut-Schule (Grundschule),Berlin_08G13@versanet.de,http://www.bruno-taut.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Bruno-Taut-Ring 9C,12359,52.44095,13.44886,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G14,08G14,Konrad-Agahd-Schule (Grundschule),schulleitung@schule.agahd.berlin.de,http://www.agahd.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Thomasstr. 39,12053,52.4725,13.43556,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G15,08G15,Hermann-Sander-Schule (Grundschule),info@hermann-sander-schule.de,http://www.hermann-sander-schule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Mariendorfer Weg 69,12051,52.46416,13.43005,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G16,08G16,Hugo-Heimann-Schule (Grundschule),sekretariat@hugoheimann.schule.berlin.de,http://www.hugoheimannschule.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hugo-Heimann-Str. 20,12353,52.42538,13.45705,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G17,08G17,Richard-Schule (Grundschule),08G17@o8G17.schule.berlin.de,http://www.richard-grundschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Richardplatz 14,12055,52.47359,13.44439,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G18,08G18,Eduard-Mörike-Schule (Grundschule),eduard-moerike@freenet.de,http://ems-neukoelln.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Stuttgarter Str. 35-39,12059,52.477969,13.450143,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G19,08G19,Herman-Nohl-Schule (Grundschule),sekretariat@nohl-schule.de,http://www.herman-nohl.de,,VDSL 25,25,September 2019,,,,,Hauptstandort,Hannemannstr. 69,12347,52.455159,13.43894,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G20,08G20,Sonnen-Schule (Grundschule),sekretariat@sonnen.schule.berlin.de,,,DSL 16000,16,September 2019,,,,,Hauptstandort,Dammweg 228,12057,52.47197,13.46714,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G21,08G21,Silberstein-Schule (Grundschule),info@silberstein-schule.de,http://www.silberstein-schule.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Silbersteinstr. 42,12051,52.466965,13.434906,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G22,08G22,Schule am Regenweiher (Grundschule),info@Grundschule-am-Regenweiher.de,http://www.Grundschule-am-Regenweiher.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Johannisthaler Chaussee 328,12351,52.42985,13.45178,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G23,08G23,Zürich-Schule (Grundschule),Sekretariat@zuerich.schule.berlin.de,http://www.zuerich-schule-berlin.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Wederstr. 49,12347,52.462585,13.439533,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G24,08G24,Schule am Teltowkanal (Grundschule),08G24@08G24.schule.berlin.de,http://www.schule-am-teltowkanal.de,,DSL 16000,16,September 2019,,,,,Hauptstandort,Rungiusstr. 46,12347,52.45925,13.44063,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G25,08G25,Michael-Ende-Schule (Grundschule),sekretariat@michael-ende.schule.berlin.de,http://www.michael-ende-schule-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Neuhofer Str. 41,12355,52.41346,13.50984,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G26,08G26,Christoph-Ruden-Schule (Grundschule),sekretariat@08G26.schule.berlin.de,http://www.christoph-ruden-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,An den Achterhöfen 13,12349,52.421067,13.435095,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G27,08G27,Oskar-Heinroth-Schule (Grundschule),08G27@08G27.schule.berlin.de,http://oskar-heinroth-schule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Rohrdommelweg 1,12359,52.44057,13.47209,MagentaZuhause L,100 MBit/s,40 MBit/s,0
08G28,08G28,Matthias-Claudius-Schule (Grundschule),post@mcgs.berlin,http://www.mcgs.berlin,,VDSL 100,100,September 2019,,,,,Hauptstandort,Köpenicker Str. 148,12355,52.420381,13.501675,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G29,08G29,Wetzlar-Schule (Grundschule),Berlin.08G29@t-online.de,http://www.wetzlar-schule.de,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Tischlerzeile 34,12351,52.43092,13.44294,MagentaZuhause S,16 MBit/s,"2,4 MBit/s",300 MBit/s
08G30,08G30,Schule am Sandsteinweg (Grundschule),sekretariat@sams.schule.berlin.de,http://www.sams.gs,,DSL 16000,16,September 2019,,,,,Hauptstandort,Hornblendeweg 2,12349,52.41829,13.40469,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G31,08G31,Janusz-Korczak-Schule (Grundschule),sekretariat@jkgs.schule.berlin.de,http://jkgs-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Wildhüterweg 5,12353,52.42179,13.45659,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08G33,08G33,Schule am Fliederbusch (Grundschule),sekretariat@fliederbusch.schule.berlin.de,http://www.schule-am-fliederbusch.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Kornradenstr. 2,12357,52.42424,13.48673,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08G34,08G34,Lisa-Tetzner-Schule (Grundschule),berlin.08g34@t-online.de,http://www.lisa-tetzner.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Hasenhegerweg 12,12353,52.42254,13.44504,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G35,08G35,Schule in der Köllnischen Heide (Grundschule),grundheide@t-online.de,,,< DSL 16000,6,September 2019,,,,,Hauptstandort,Hänselstr. 6,12057,52.4666,13.4721,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G36,08G36,Löwenzahn-Schule (Grundschule),sekretariat@loewenzahn.schule.berlin.de,http://www.loewenzahn-schule.de,,SVDSL 250,250,September 2019,,,,,Hauptstandort,Drorystr. 3,12055,52.472499,13.448771,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08G37,08G37,Rose-Oehmichen-Schule (Grundschule),sekretariat@08g37.schule.berlin.de,http://www.rose-oehmichen-schule-berlin.de,,VDSL 50,50,September 2019,,,,,Hauptstandort,Lieselotte-Berger-Str. 65,12355,52.401126,13.501995,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08K01,08K01,Walter-Gropius-Schule (Gemeinschaftsschule),Gemeinschaftsschule@walter-gropius-schule-berlin.de,http://www.walter-gropius-schule-berlin.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Fritz-Erler-Allee 86,12351,52.42934,13.46355,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08K02,08K02,Hermann-von-Helmholtz-Schule,info@hvhschule.de,http://www.hvhschule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Wutzkyallee 68,12353,52.421823,13.472974,MagentaZuhause L,100 MBit/s,40 MBit/s,300 MBit/s
08K03,08K03,Otto-Hahn-Schule,sekretariat@ohs.berlin,http://ohs.berlin,,VDSL 50,50,September 2019,,,,,Hauptstandort,Buschkrugallee 63,12359,52.45809,13.449,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08K04,08K04,Heinrich-Mann-Schule,08K04@08K04.schule.berlin.de,http://www.heinrichmannschule.de/,,VDSL 100,100,September 2019,,,,,Hauptstandort,Gerlinger Str. 22,12353,52.41578,13.43231,MagentaZuhause XL,250 MBit/s,40 MBit/s,300 MBit/s
08K05,08K05a,Clay-Schule,sekretariat@clay-schule.de,http://www.clay-schule.de,,VDSL 100,100,September 2019,,,,,Hauptstandort,Bildhauerweg 9,12355,52.41759,13.48999,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
08K05,08K05b,Clay-Schule,,,,VDSL 100,100,September 2019,,,,,2. Anschluss,,,52.416368,13.490140,MagentaZuhause XL,175 MBit/s,40 MBit/s,300 MBit/s
